1   0.950452    0.814942    0.845352    0.577392    0.869755    1
2   0.774692    1.114020    0.678769    0.926150    1.706002    2
3   0.607269    1.441796    0.735784    1.173451    2.456087    3
4   0.503418    1.642969    0.740714    1.415626    3.079976    4
